name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Andrew Bogut","Golden State Warriors",2015-02-11,2014,2747,1610612744,400579085,1,5,59,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,1,0.60,"Young, Thaddeus",5.10,24.00
"Andrew Bogut","Golden State Warriors",2015-03-20,2014,2747,1610612744,400579322,1,3,54,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,1.10,"Cunningham, Dante",6.60,6.70
"Andrew Bogut","Golden State Warriors",2014-11-25,2014,2747,1610612744,400578498,1,9,11,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Miami Heat",0,1,1,0.70,"Williams, Shawne",3.90,24.00
"Andrew Bogut","Golden State Warriors",2014-11-02,2014,2747,1610612744,400578334,2,4,08,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.80,"Kaman, Chris",5.60,19.50
"Justin Holiday","Golden State Warriors",2015-04-15,2014,2284101,1610612744,400579521,3,5,48,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,1.20,"Harris, Gary",4.00,19.50
"Harrison Barnes","Golden State Warriors",2015-01-09,2014,6578,1610612744,400578839,3,4,33,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,4.80,"Thompson, Tristan",4.40,18.60
"Justin Holiday","Golden State Warriors",2015-01-17,2014,2284101,1610612744,400578895,2,9,34,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,1,0.40,"Howard, Dwight",4.70,24.00
"Andrew Bogut","Golden State Warriors",2015-02-20,2014,2747,1610612744,400579106,2,4,16,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.30,"Diaw, Boris",3.30,13.20
"Andrew Bogut","Golden State Warriors",2014-11-23,2014,2747,1610612744,400578488,1,9,05,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.10,"Adams, Steven",4.50,13.50
"Andrew Bogut","Golden State Warriors",2015-03-04,2014,2747,1610612744,400579199,2,1,47,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.50,"Pachulia, Zaza",4.00,18.10
"Andrew Bogut","Golden State Warriors",2015-04-09,2014,2747,1610612744,400579466,1,11,13,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,1.10,"Lopez, Robin",6.20,12.00
"Justin Holiday","Golden State Warriors",2014-12-30,2014,2284101,1610612744,400578766,2,11,46,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,1,1.70,"Sims, Henry",2.10,22.50
"Harrison Barnes","Golden State Warriors",2015-02-27,2014,6578,1610612744,400579153,3,4,20,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,1,0.40,"Ross, Terrence",4.00,20.20
"Andrew Bogut","Golden State Warriors",2015-01-25,2014,2747,1610612744,400578957,3,3,24,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,8.20,"Zeller, Tyler",2.70,15.80
"Andrew Bogut","Golden State Warriors",2015-01-25,2014,2747,1610612744,400578957,2,5,33,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,"Zeller, Tyler",2.70,9.40
"Andrew Bogut","Golden State Warriors",2015-03-01,2014,2747,1610612744,400579172,1,7,10,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,3.80,"Zeller, Tyler",2.60,24.00
"Festus Ezeli","Golden State Warriors",2015-04-02,2014,6587,1610612744,400579418,2,2,12,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,"Wright, Brandan",2.80,10.90
"Andrew Bogut","Golden State Warriors",2014-12-02,2014,2747,1610612744,400578554,1,5,26,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,1,0.70,"Frye, Channing",4.90,24.00
"Andrew Bogut","Golden State Warriors",2015-01-21,2014,0,1610612744,0,3,4,38,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.90,"Motiejunas, Donatas",6.90,12.10
"Andrew Bogut","Golden State Warriors",2014-11-01,2014,2747,1610612744,400578330,4,4,53,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,10.80,"Hill, Jordan",5.60,12.60
"Andrew Bogut","Golden State Warriors",2014-11-21,2014,2747,1610612744,400578474,2,4,35,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,2,4.10,"Favors, Derrick",5.10,11.20
"Andrew Bogut","Golden State Warriors",2014-11-15,2014,2747,1610612744,400578432,1,4,32,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,1.10,"Jefferson, Al",6.00,13.80
"Harrison Barnes","Golden State Warriors",2015-03-04,2014,6578,1610612744,400579199,1,6,10,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.20,"Antetokounmpo, Giannis",3.20,12.00
"Andrew Bogut","Golden State Warriors",2014-12-02,2014,2747,1610612744,400578554,4,0,29,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,6.40,"Oladipo, Victor",4.70,17.60
"Andrew Bogut","Golden State Warriors",2015-04-05,2014,2747,1610612744,400579442,3,11,41,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.30,"Green, Danny",2.40,7.00
"Andrew Bogut","Golden State Warriors",2015-01-25,2014,2747,1610612744,400578957,1,9,15,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.10,"Sullinger, Jared",2.60,15.60
"Shaun Livingston","Golden State Warriors",2014-12-16,2014,2393,1610612744,400578657,4,5,10,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,2,1.50,"Gasol, Marc",11.00,24.00
"Andrew Bogut","Golden State Warriors",2015-03-14,2014,2747,1610612744,400579273,1,2,55,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,0,1.00,"Bargnani, Andrea",9.50,13.80
"Harrison Barnes","Golden State Warriors",2015-04-15,2014,6578,1610612744,400579521,3,7,14,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,1.80,"Nurkic, Jusuf",6.60,24.00
"Shaun Livingston","Golden State Warriors",2015-01-23,2014,2393,1610612744,400578943,4,5,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.90,"Miller, Quincy",3.60,12.70
"Andrew Bogut","Golden State Warriors",2015-02-11,2014,2747,1610612744,400579085,3,7,41,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,2.10,"Pekovic, Nikola",0.70,14.40
"Klay Thompson","Golden State Warriors",2015-01-23,2014,6475,1610612744,400578943,3,6,04,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,1.00,"Collison, Darren",2.40,18.80
"Marreese Speights","Golden State Warriors",2015-04-15,2014,3460,1610612744,400579521,4,8,44,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.20,"Barton, Will",5.20,20.00
"Andrew Bogut","Golden State Warriors",2015-04-11,2014,2747,1610612744,400579484,1,8,00,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.40,"Payne, Adreian",2.10,8.30
"Festus Ezeli","Golden State Warriors",2015-03-13,2014,6587,1610612744,400579265,4,9,15,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,1,0.50,"Hickson, JJ",1.50,24.00
"Andrew Bogut","Golden State Warriors",2015-01-31,2014,2747,1610612744,400579007,3,4,14,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,1,0.50,"Morris, Markieff",4.20,24.00
"Andrew Bogut","Golden State Warriors",2015-03-02,2014,2747,1610612744,400579178,1,5,50,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,1.10,"Lopez, Brook",5.50,12.00
"Andre Iguodala","Golden State Warriors",2015-03-24,2014,2386,1610612744,400579351,4,0,39,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,3,5.60,"Blake, Steve",1.10,20.50
"Andrew Bogut","Golden State Warriors",2014-11-13,2014,2747,1610612744,400578413,3,6,07,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Brooklyn Nets",1,12,0,0.40,"Plumlee, Mason",3.50,16.30
"Justin Holiday","Golden State Warriors",2014-12-14,2014,2284101,1610612744,400578640,2,0,37,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,2,4.30,"Cunningham, Dante",4.30,21.40
"Harrison Barnes","Golden State Warriors",2015-01-27,2014,6578,1610612744,400578971,1,4,52,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.10,"Snell, Tony",10.50,19.80
"Andre Iguodala","Golden State Warriors",2015-01-21,2014,0,1610612744,0,3,3,11,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,1,0.60,"Dorsey, Joey",4.40,24.00
"Andre Iguodala","Golden State Warriors",2014-11-08,2014,2386,1610612744,400578379,3,8,03,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,1.20,"Papanikolaou, Kostas",1.10,9.00
"Andrew Bogut","Golden State Warriors",2015-02-20,2014,2747,1610612744,400579106,3,11,47,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,1.20,"Duncan, Tim",5.20,0.00
"Andrew Bogut","Golden State Warriors",2014-10-29,2014,2747,1610612744,400578306,1,8,11,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.20,"Thompson, Jason",5.40,24.00
"David Lee","Golden State Warriors",2015-01-02,2014,2772,1610612744,400578785,3,4,30,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.70,"Lowry, Kyle",2.20,6.50
"Andrew Bogut","Golden State Warriors",2015-02-27,2014,2747,1610612744,400579153,2,2,05,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,1.80,"Johnson, James",2.00,10.70
"Andrew Bogut","Golden State Warriors",2015-01-09,2014,2747,1610612744,400578839,2,3,51,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.90,"Irving, Kyrie",2.80,13.60
"Andre Iguodala","Golden State Warriors",2015-03-27,2014,2386,1610612744,400579374,2,7,58,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,5.50,"Koufos, Kosta",3.00,14.30
"Festus Ezeli","Golden State Warriors",2015-03-02,2014,6587,1610612744,400579178,2,7,55,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Brooklyn Nets",-11,-3,0,1.00,"Bogdanovic, Bojan",4.20,10.60
"Marreese Speights","Golden State Warriors",2015-02-03,2014,3460,1610612744,400579022,3,3,57,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,1,1.20,"Casspi, Omri",2.80,11.80
"Justin Holiday","Golden State Warriors",2014-12-04,2014,2284101,1610612744,400578567,4,0,30,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.10,"Rivers, Austin",7.70,22.20
"Draymond Green","Golden State Warriors",2015-03-13,2014,6589,1610612744,400579265,3,6,22,1,"Alley Oop Layup shot","2PT Field Goal",1,"Denver Nuggets",6,9,0,0.20,"Faried, Kenneth",1.40,6.80
"Justin Holiday","Golden State Warriors",2015-01-13,2014,2284101,1610612744,400578863,4,2,01,0,"Alley Oop Layup shot","2PT Field Goal",1,"Utah Jazz",10,7,0,4.60,"Exum, Dante",3.40,10.70
"Justin Holiday","Golden State Warriors",2014-12-08,2014,2284101,1610612744,400578597,4,3,03,0,"Alley Oop Layup shot","2PT Field Goal",1,"Minnesota Timberwolves",13,3,0,0.00,"Adrien, Jeff",8.20,10.80
"Harrison Barnes","Golden State Warriors",2015-02-07,2014,6578,1610612744,400579052,1,7,16,1,"Alley Oop Layup shot","2PT Field Goal",0,"New York Knicks",7,1,0,0.40,"Galloway, Langston",4.40,20.00
"Klay Thompson","Golden State Warriors",2014-11-21,2014,6475,1610612744,400578474,1,5,42,1,"Alley Oop Layup shot","2PT Field Goal",1,"Utah Jazz",7,14,0,0.30,"Burks, Alec",1.20,17.40
"Andrew Bogut","Golden State Warriors",2015-02-06,2014,2747,1610612744,400579041,2,2,19,1,"Alley Oop Layup shot","2PT Field Goal",1,"Atlanta Hawks",-19,0,0,0.20,"Millsap, Paul",2.80,15.00
"Marreese Speights","Golden State Warriors",2015-01-19,2014,3460,1610612744,400578907,3,4,07,1,"Alley Oop Layup shot","2PT Field Goal",1,"Denver Nuggets",-18,4,0,0.10,"Arthur, Darrell",1.90,16.00
"Klay Thompson","Golden State Warriors",2014-11-30,2014,6475,1610612744,400578535,1,10,05,0,"Alley Oop Layup shot","2PT Field Goal",0,"Detroit Pistons",1,1,0,7.50,"Singler, Kyle",3.60,16.40
"Marreese Speights","Golden State Warriors",2014-11-02,2014,3460,1610612744,400578334,2,11,38,1,"Alley Oop Layup shot","2PT Field Goal",1,"Portland Trail Blazers",-16,0,0,1.20,"Lopez, Robin",2.20,3.80
"Andrew Bogut","Golden State Warriors",2015-01-07,2014,2747,1610612744,400578825,1,1,09,1,"Alley Oop Layup shot","2PT Field Goal",1,"Indiana Pacers",12,14,0,1.10,"Allen, Lavoy",3.70,10.60
"Andrew Bogut","Golden State Warriors",2014-12-02,2014,2747,1610612744,400578554,2,4,49,1,"Alley Oop Layup shot","2PT Field Goal",0,"Orlando Magic",-7,0,0,0.50,"OQuinn, Kyle",5.70,16.30
"Andrew Bogut","Golden State Warriors",2014-11-16,2014,2747,1610612744,400578437,3,7,05,0,"Alley Oop Layup shot","2PT Field Goal",2,"Los Angeles Lakers",15,20,0,0.10,"Hill, Jordan",6.60,15.40
"Justin Holiday","Golden State Warriors",2015-01-13,2014,2284101,1610612744,400578863,2,8,45,1,"Alley Oop Layup shot","2PT Field Goal",3,"Utah Jazz",-32,3,0,0.30,"Ingles, Joe",2.90,19.10
"Klay Thompson","Golden State Warriors",2015-01-05,2014,6475,1610612744,400578810,1,8,40,1,"Alley Oop Layup shot","2PT Field Goal",0,"Oklahoma City Thunder",-4,-2,0,1.60,"Adams, Steven",3.10,24.00
"Marreese Speights","Golden State Warriors",2015-03-11,2014,3460,1610612744,400579252,4,5,04,1,"Alley Oop Layup shot","2PT Field Goal",0,"Detroit Pistons",6,4,0,0.20,"Drummond, Andre",7.30,18.30
"Harrison Barnes","Golden State Warriors",2014-12-25,2014,6578,1610612744,400578723,1,2,54,0,"Alley Oop Layup shot","2PT Field Goal",2,"Los Angeles Clippers",-21,0,0,0.00,"Redick, JJ",4.60,3.10
"Andrew Bogut","Golden State Warriors",2014-11-23,2014,2747,1610612744,400578488,1,10,09,0,"Alley Oop Layup shot","2PT Field Goal",2,"Oklahoma City Thunder",24,14,0,3.50,"Ibaka, Serge",0.70,19.10
"Justin Holiday","Golden State Warriors",2015-01-09,2014,2284101,1610612744,400578839,1,0,10,0,"Alley Oop Layup shot","2PT Field Goal",3,"Cleveland Cavaliers",-13,28,0,5.30,"Miller, Mike",5.10,0.00
"David Lee","Golden State Warriors",2015-01-17,2014,2772,1610612744,400578895,4,9,34,1,"Alley Oop Layup shot","2PT Field Goal",1,"Houston Rockets",-19,4,0,0.70,"Brewer, Corey",3.10,17.20
"David Lee","Golden State Warriors",2015-03-13,2014,2772,1610612744,400579265,3,7,43,0,"Alley Oop Layup shot","2PT Field Goal",2,"Denver Nuggets",-23,4,0,0.70,"Gallinari, Danilo",2.40,8.90
"Harrison Barnes","Golden State Warriors",2015-01-16,2014,6578,1610612744,400578885,3,6,17,0,"Alley Oop Layup shot","2PT Field Goal",2,"Oklahoma City Thunder",29,-2,0,0.40,"Waiters, Dion",4.40,20.80
"Andrew Bogut","Golden State Warriors",2015-01-17,2014,2747,1610612744,400578895,1,9,10,0,"Alley Oop Layup shot","2PT Field Goal",2,"Houston Rockets",15,20,2,1.30,"Howard, Dwight",2.70,23.00
"Andrew Bogut","Golden State Warriors",2015-01-14,2014,2747,1610612744,400578874,1,6,26,0,"Alley Oop Layup shot","2PT Field Goal",1,"Miami Heat",-4,19,0,0.00,"Chalmers, Mario",5.40,16.00
"Andrew Bogut","Golden State Warriors",2015-01-13,2014,2747,1610612744,400578863,3,11,22,1,"Alley Oop Layup shot","2PT Field Goal",1,"Utah Jazz",-15,0,1,3.70,"Kanter, Enes",1.60,15.60
"David Lee","Golden State Warriors",2015-02-22,2014,2772,1610612744,400579116,1,1,59,1,"Alley Oop Layup shot","2PT Field Goal",0,"Indiana Pacers",-2,3,0,0.60,"Mahinmi, Ian",2.40,15.40
"David Lee","Golden State Warriors",2015-02-27,2014,2772,1610612744,400579153,4,6,04,0,"Driving Bank Hook Shot","2PT Field Goal",6,"Toronto Raptors",-56,28,0,2.40,"Stiemsma, Greg",2.80,10.80
"Draymond Green","Golden State Warriors",2015-02-06,2014,6589,1610612744,400579041,2,2,48,1,"Driving Bank shot","2PT Field Goal",10,"Atlanta Hawks",4,102,0,0.80,"Horford, Al",3.90,17.90
"Shaun Livingston","Golden State Warriors",2015-03-08,2014,2393,1610612744,400579224,4,1,32,1,"Driving Bank shot","2PT Field Goal",10,"Los Angeles Clippers",-103,34,3,8.30,"Robinson, Nate",1.90,4.30
"Stephen Curry","Golden State Warriors",2015-02-20,2014,3975,1610612744,400579106,3,10,41,1,"Driving Bank shot","2PT Field Goal",4,"San Antonio Spurs",26,36,5,4.50,"Parker, Tony",1.70,2.90
"Klay Thompson","Golden State Warriors",2014-12-27,2014,6475,1610612744,400578744,3,11,00,1,"Driving Bank shot","2PT Field Goal",8,"Minnesota Timberwolves",-68,55,2,2.70,"Young, Thaddeus",0.00,6.00
"David Lee","Golden State Warriors",2015-03-14,2014,2772,1610612744,400579273,2,6,20,1,"Driving Bank shot","2PT Field Goal",8,"New York Knicks",70,45,1,4.50,"Smith, Jason",2.10,10.40
"Stephen Curry","Golden State Warriors",2014-12-13,2014,3975,1610612744,400578632,4,7,05,1,"Driving Bank shot","2PT Field Goal",5,"Dallas Mavericks",50,12,0,0.80,"Chandler, Tyson",3.70,9.30
"Stephen Curry","Golden State Warriors",2014-12-13,2014,3975,1610612744,400578632,3,2,25,1,"Driving Bank shot","2PT Field Goal",1,"Dallas Mavericks",0,14,8,6.30,"Nowitzki, Dirk",3.20,16.00
"Klay Thompson","Golden State Warriors",2015-01-25,2014,6475,1610612744,400578957,2,5,04,1,"Driving Bank shot","2PT Field Goal",9,"Boston Celtics",-87,45,3,3.50,"Bass, Brandon",3.80,6.40
"Shaun Livingston","Golden State Warriors",2015-01-09,2014,2393,1610612744,400578839,4,11,15,0,"Driving Bank shot","2PT Field Goal",5,"Cleveland Cavaliers",50,31,5,4.60,"Dellavedova, Matthew",3.30,19.30
"Stephen Curry","Golden State Warriors",2015-04-04,2014,3975,1610612744,400579434,1,11,23,1,"Driving Bank shot","2PT Field Goal",4,"Dallas Mavericks",47,6,0,0.80,"Nowitzki, Dirk",2.50,20.80
"Draymond Green","Golden State Warriors",2015-04-05,2014,6589,1610612744,400579442,3,2,03,0,"Driving Bank shot","2PT Field Goal",8,"San Antonio Spurs",83,23,6,5.30,"Diaw, Boris",1.40,4.80
"Stephen Curry","Golden State Warriors",2015-03-21,2014,3975,1610612744,400579328,2,0,34,1,"Driving Bank shot","2PT Field Goal",9,"Utah Jazz",6,91,10,8.70,"Favors, Derrick",2.30,15.30
"Harrison Barnes","Golden State Warriors",2015-01-27,2014,6578,1610612744,400578971,2,7,53,1,"Driving Bank shot","2PT Field Goal",3,"Chicago Bulls",-24,30,2,3.10,"Brooks, Aaron",0.60,17.50
"Klay Thompson","Golden State Warriors",2014-11-23,2014,6475,1610612744,400578488,2,4,59,0,"Driving Bank shot","2PT Field Goal",3,"Oklahoma City Thunder",31,12,4,4.30,"Roberson, Andre",2.70,7.20
"Klay Thompson","Golden State Warriors",2014-12-02,2014,6475,1610612744,400578554,2,4,22,0,"Driving Bank shot","2PT Field Goal",7,"Orlando Magic",51,58,4,4.80,"Fournier, Evan",2.10,15.00
"Shaun Livingston","Golden State Warriors",2015-03-21,2014,2393,1610612744,400579328,2,7,31,0,"Driving Bank shot","2PT Field Goal",6,"Utah Jazz",-40,48,6,5.30,"Millsap, Elijah",2.60,18.80
"Festus Ezeli","Golden State Warriors",2015-04-13,2014,6587,1610612744,400579504,2,0,15,1,"Driving Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,1.10,"Green, JaMychal",3.40,6.80
"Andre Iguodala","Golden State Warriors",2014-11-02,2014,2386,1610612744,400578334,2,9,42,1,"Driving Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,1,1.20,"Blake, Steve",0.40,20.70
"James Michael McAdoo","Golden State Warriors",2015-03-13,2014,2594818,1610612744,400579265,2,11,20,1,"Driving Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.80,"Barton, Will",2.80,21.00
"Harrison Barnes","Golden State Warriors",2014-12-18,2014,6578,1610612744,400578674,1,8,51,0,"Driving Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,2,2.60,"Ibaka, Serge",2.10,20.10
"Harrison Barnes","Golden State Warriors",2014-12-23,2014,6578,1610612744,400578718,1,9,09,1,"Driving Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,1,5.80,"Johnson, Wesley",4.50,14.90
"Harrison Barnes","Golden State Warriors",2014-11-26,2014,6578,1610612744,400578504,1,11,42,1,"Driving Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.50,"Frye, Channing",3.40,9.50
"Marreese Speights","Golden State Warriors",2015-03-31,2014,3460,1610612744,400579403,3,1,21,1,"Driving Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,2,2.20,"Davis, Glen",2.10,8.50
"James Michael McAdoo","Golden State Warriors",2015-03-13,2014,2594818,1610612744,400579265,1,0,02,0,"Driving Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,2,2.00,"Nurkic, Jusuf",1.10,0.00
"Draymond Green","Golden State Warriors",2015-03-24,2014,6589,1610612744,400579351,3,5,41,1,"Driving Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.70,"Lopez, Robin",4.40,18.00
"Draymond Green","Golden State Warriors",2014-12-14,2014,6589,1610612744,400578640,3,10,59,1,"Driving Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,2,2.80,"Asik, Omer",7.70,13.40
"Shaun Livingston","Golden State Warriors",2015-03-13,2014,2393,1610612744,400579265,3,2,58,1,"Driving Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,1.10,"Foye, Randy",2.30,16.00
"Andre Iguodala","Golden State Warriors",2015-02-09,2014,2386,1610612744,400579067,3,2,38,1,"Driving Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,1.60,"Mbah a Moute, Luc",2.70,21.40
"Klay Thompson","Golden State Warriors",2014-11-23,2014,6475,1610612744,400578488,1,6,23,0,"Driving Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,1,1.70,"Roberson, Andre",3.20,17.70
"Andrew Bogut","Golden State Warriors",2015-03-11,2014,2747,1610612744,400579252,3,9,54,0,"Driving Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.60,"Drummond, Andre",3.20,22.20
"Andre Iguodala","Golden State Warriors",2014-11-16,2014,2386,1610612744,400578437,3,1,32,1,"Driving Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,2.00,"Bryant, Kobe",11.30,22.60
"Draymond Green","Golden State Warriors",2015-02-26,2014,6589,1610612744,400579146,3,4,54,1,"Driving Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,1,1.30,"Mozgov, Timofey",1.80,14.80
"Klay Thompson","Golden State Warriors",2014-11-21,2014,6475,1610612744,400578474,3,10,36,1,"Driving Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.80,"Hayward, Gordon",4.80,20.80
"Andre Iguodala","Golden State Warriors",2015-01-13,2014,2386,1610612744,400578863,4,9,45,1,"Driving Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,5,4.40,"Millsap, Elijah",1.10,20.00
